Step	Validation total_reward
11000	-15.535759498277883
12000	0.8751478617629895
13000	-3.462048131396715
14000	0.6614875312477851
15000	0.3881415918203889
16000	-1.2412992189064762
17000	0.4837871035455654
18000	-0.8882032087324934
19000	0.5250394277578365
20000	0.7185967067159732
21000	-0.8985135155648283
22000	-6.105189748125557
23000	-14.59820295948495
24000	-1.9622591573231896
25000	-0.0360433571789891
26000	0.8802134666997954
27000	-3.3065800014634483
28000	0.59378240656615
29000	-3.4417010543829463
30000	0.5020464051941993
31000	-5.485796990057715
32000	-7.419467090493786
33000	-3.3324201665794835
34000	0.4378898045540841
35000	-13.645616886737507
36000	0.7469752575344439
37000	-1.6177692674234083
38000	0.9908194139864377
39000	-9.389517300318257
40000	0.419555175612113
41000	-1.506962985176724
42000	-5.564022383095871
43000	-8.194136994720825
44000	-0.14241834185064328
45000	-3.3332958999633213
46000	-5.759830762641626
47000	1
48000	-2.3733394357591044
49000	1
50000	0.5666552208215858
51000	-4.380473236557519
52000	-1.5982316814335373
53000	-0.6523935326716686
54000	0.26857598306992125
55000	-1.6566619947427679
56000	0.8312508062737113
57000	-1.661880880520676
58000	0.8100993947420273
59000	-2.3803828102188342
60000	-0.21239513438118807
61000	-0.8156139636759869
62000	0.9747351925530636
63000	-4.354451532348037
64000	-0.20686439251851874
65000	0.4866395711097321
66000	-1.4917713478035064
67000	0.9071233092417069
68000	-7.533125296480451
69000	-2.3475100293299045
70000	-2.057307129885121
71000	0.6977142493656976
72000	0.19114610508312724
73000	-7.354710711768398
74000	0.2852042560777003
75000	-5.39937891905094
76000	0.4783690266763092
77000	-3.956912548752415
78000	0.9967051893569072
79000	0.7555686392504053
80000	0.36793339079530885
81000	-4.739261787490999
82000	-2.056508827404255
83000	-5.821375613282224
84000	-5.806467258571669
85000	-0.7138723415977779
86000	0.43345545065197844
87000	0.6499867385517148
88000	-0.27293233373857495
89000	-0.11198358566039124
90000	-1.7332412682458118
91000	-7.4101349804448216
92000	0.9306635590182342
93000	0.4922298641023052
94000	1
95000	-0.2728107544378393
96000	0.05052482746132225
97000	0.38223293387590385
98000	-3.1433284295033124
99000	-0.32274773379976995
100000	-10.649162056385139
