Step	Validation total_reward
11000	-0.7890351659794904
12000	-1.8932466526667762
13000	-1.6832966935900866
14000	-0.8669256490412531
15000	-1.5844680119235321
16000	-1.860583443033621
17000	-1.0703180623794915
18000	-1.5628951297998261
19000	-1.654360635262822
20000	-1.4843900849172136
21000	-1.4751474542087801
22000	-0.8969602187228071
23000	-0.6576783735236984
24000	0.14208098823437676
25000	-1.5016143982162515
26000	-0.8336401132701715
27000	-1.2167568122234125
28000	-0.3307378301028876
29000	-1.0292549452847006
30000	-0.9926257913945814
31000	-1.6385123848391894
32000	-1.353431407208043
33000	-1.341724265119402
34000	-1.7304009965333769
35000	-1.4703277201731644
36000	-0.8164234308434719
37000	-1.873383247152123
38000	0.679674332844902
39000	-1.1871020442990667
40000	-0.8119494301063604
41000	-1.2220562541948865
42000	-1.4384559466280196
43000	-1.5695462825955744
44000	0.44797511210876917
45000	0.6274264382052892
46000	-1.4089691935323374
47000	0.36490643201803163
48000	-1.1279718918363968
49000	-1.587780968558362
50000	-1.7308584731445051
51000	0.7416097865454893
52000	-1.8432251026463304
53000	0.6763167071071201
54000	-1.1935191854936444
55000	0.8274759305498904
56000	-1.5349149575173289
57000	-1.5035590219635238
58000	-0.817422278108089
59000	-0.9944455749900428
60000	-0.7640227509958828
61000	0.5635440246427552
62000	-1.0462209935967308
63000	-0.7540380170511177
64000	-0.9328009938188048
65000	-1.531819009922195
66000	-1.6111348680597066
67000	0.5802031257730275
68000	-1.3123745591609113
69000	-1.2220054830284537
70000	-0.7504193513585605
71000	0.8076490506406558
72000	-1.4693849851178677
73000	-1.3714636598542334
74000	-1.2975312766981364
75000	-1.8002515408132602
76000	-1.7292644642453237
77000	-0.8865408035156881
78000	-1.5698128275701966
79000	-1.623270711930956
80000	-0.873454201104803
81000	0.5149125555199237
82000	0.9905450713456756
83000	-1.629268465110744
84000	-1.0267062697219491
85000	-0.859110963525341
86000	0.9562198608014378
87000	-1.3394390264121534
88000	-1.511200198348742
89000	-0.868320901243419
90000	0.7922379027088139
91000	0.5969719262266742
92000	-1.1329193493064489
93000	-1.792886095984642
94000	-0.9745775882167256
95000	-1.553528213217963
96000	0.8044583540297359
97000	-0.9909053575678791
98000	0.9677267485424068
99000	-1.3732346439180356
100000	-1.3537838449838682
101000	-1.539024112633874
102000	0.4850942563636166
103000	-1.6731245923268592
104000	-1.064635438484006
105000	0.6848740098008896
106000	-1.0544005949306778
107000	-1.3342013051233388
108000	-1.1727799197247166
109000	-1.5284286642233227
110000	-1.0234547343214235
111000	-1.3290243433202453
112000	0.8119625522106739
113000	0.6297866860692125
114000	-1.6634983782810846
115000	-1.7353489791481818
116000	-1.3140762306480838
117000	0.9888887556927446
118000	0.9859971155920146
119000	0.8150588843425218
120000	0.728821943408553
121000	-1.4346125903263944
122000	-1.480896426083891
123000	-1.5581222405491215
124000	-1.4994966185551801
125000	-0.9825730371870642
126000	0.9462464195631977
127000	-1.8716922056635028
128000	-1.693030923778852
129000	-1.479344590863961
130000	-1.0531787012018403
131000	0.9692994938764083
132000	-1.6922267442507057
133000	-1.4648917252751255
134000	-1.2838525060378163
135000	-1.7272943515644288
136000	-1.680785402412027
137000	0.488951669708405
138000	0.22063045040610252
139000	-1.6607187230318545
140000	-1.3074881471988495
141000	-1.652593937646781
142000	-1.2004449177388359
143000	0.4604726538671138
144000	-1.2811496521178234
145000	-1.0007651415787173
146000	-0.8976574021341833
147000	-0.8329900757279087
148000	-1.5709834346994564
149000	-0.81760976884834
150000	-1.5585629164120234
151000	-1.3099487720566994
152000	-1.3290029982080318
153000	0.6653345110088458
154000	-1.5661413230308923
155000	-0.8685665495484248
156000	-1.4990745231581732
157000	-0.9739476841117828
158000	0.903293289922197
159000	-1.2623433783621707
160000	0.49655720288914884
161000	-1.3713185577578317
162000	-0.8285706808646207
163000	0.6745505891650445
164000	-1.5488447894378123
165000	-1.3366810199647838
166000	-1.2123762390990016
167000	0.37268478349229495
168000	-1.1354420303021346
169000	-1.1771538003924058
170000	-1.6507972823363262
171000	-1.0373918405730886
172000	-0.9531656909271398
173000	-1.602576297761527
174000	-1.1531663153614011
175000	-1.0877244053164472
176000	-0.07672463102496496
177000	-0.8123862786244874
178000	0.8185122765811917
179000	-1.425245996587774
180000	-0.9249161700766882
181000	-0.9858195824917257
182000	-0.8498337917674575
183000	-1.3674728492827586
184000	-1.053776189243754
185000	-1.528160546102481
186000	0.5078205068911366
187000	-0.3294196309082078
188000	-1.4922606173581638
189000	-1.4894850156600148
190000	0.9935685797021869
191000	-1.3556738456539743
192000	-0.7681059294329902
193000	-1.4434822129398335
194000	-0.8585774672591391
195000	-1.2012043198338316
196000	-1.448467038439649
197000	-1.5498472197254294
198000	-1.1438484027565738
199000	-1.0785102748828501
200000	0.8941163694260538
201000	-1.1607865732797997
202000	-0.8852515982214908
203000	0.44596425653918126
204000	-1.3200392613274954
205000	-1.4598709657659592
206000	-1.072506375758972
207000	-1.7178723875326782
208000	0.8485829596212913
209000	-1.2672300672603487
210000	-0.9061397258097043
211000	0.779846623918131
212000	-1.6629121888718172
213000	-1.4966131405085248
214000	-1.3790925477384435
215000	0.5975730369235883
216000	-1.7119779501205046
217000	-1.693691058743054
218000	-1.0386456241386557
219000	-1.3894222155948392
220000	-1.3719950410612651
221000	0.9787419975369679
222000	-0.7456124476277047
223000	-0.970289619193065
224000	-1.0741428915662656
225000	0.5777366132420754
226000	-0.766685569569751
227000	-0.9691632248589942
228000	-1.273932849232185
229000	-1.443357982208947
230000	-1.4286849610894883
231000	-1.1105263845518
232000	-0.1074002241118821
233000	0.4319798833662374
234000	-0.8586646989429415
235000	-0.9310861958209679
236000	-1.2517875967495493
237000	0.7588473012908807
238000	-1.5862344111170343
239000	0.9185459825387703
240000	-0.9422990696172704
241000	-1.4409956325601214
242000	-1.21616181222006
243000	-1.3044724119171556
244000	-0.8452039522557815
245000	-1.5101150806168888
246000	-0.8371045019832317
247000	-0.929822977662586
248000	-0.9827888692618013
249000	0.6090270459891219
250000	-1.1758232017456047
251000	-1.3858030457628385
252000	-0.9455952494455636
253000	0.8857661266218109
254000	-1.0574413505090117
255000	-1.4244890413455944
256000	-1.368951052152005
257000	-0.038362319787561105
258000	-1.4035119268462881
259000	-0.9224263543792877
260000	0.46309000187711313
261000	0.9512939493024367
262000	-1.5867133166199654
263000	-0.4219151589317749
264000	-1.644147708293522
265000	-1.34723425309469
266000	0.900445002481105
267000	-1.4329398580703914
268000	0.9737014228152144
269000	-1.4758446034779487
270000	0.985348696320845
271000	0.3757662622448149
272000	-0.832461307987611
273000	-1.375906576821532
274000	-1.0417288144521124
275000	-0.7961716503233386
276000	-0.8131289458295812
277000	-0.8604802404824801
278000	-1.617223120325974
279000	-1.3280649444030654
280000	-1.2602436090558853
281000	-1.5541620963113378
282000	-0.8490195505550131
283000	-0.9291425885414466
284000	-1.1662515219053167
285000	0.976212845603746
286000	-0.7967483251734762
287000	0.43952605010524926
288000	-1.081663450352492
289000	-0.9258947200087273
290000	-0.834026981942589
291000	-1.4741491005869065
292000	-0.8253654839920753
293000	-1.210781221330023
294000	-1.1451845240535927
295000	-0.9595741740011667
296000	-0.7996372722137054
297000	-1.4011438092128157
298000	-1.365444988937009
299000	0.3643290326436195
300000	-0.7256628015558788
